chromA	startA	endA	chromB	startB	endB	overlap	lenA	lenB	pctA	pctB	reciprocal
1	533832	533990	1	533832	533990	158	158	158	100.0	100.0	100.0
1	2099044	2099420	1	2099092	2099401	309	376	309	82.18085106382979	100.0	82.18085106382979
1	2189201	2190598	1	2189186	2190519	1318	1397	1333	94.34502505368647	98.87471867966991	94.34502505368647
1	3031124	3031708	1	3031165	3031621	456	584	456	78.08219178082192	100.0	78.08219178082192
1	9223206	9223416	1	9222666	9224410	210	210	1744	100.0	12.041284403669724	12.041284403669724
1	11925291	11925690	1	11925291	11925841	399	399	550	100.0	72.54545454545455	72.54545454545455
1	16692189	16692603	1	16692189	16692568	379	414	379	91.54589371980676	100.0	91.54589371980676
1	18784007	18785106	1	18784007	18784942	935	1099	935	85.07734303912648	100.0	85.07734303912648
1	22011488	22012964	1	22011556	22012964	1408	1476	1408	95.39295392953929	100.0	95.39295392953929
1	28246210	28247095	1	28245560	28247076	866	885	1516	97.85310734463278	57.12401055408971	57.12401055408971
1	31154431	31154704	1	31154431	31154646	215	273	215	78.75457875457876	100.0	78.75457875457876
1	39770451	39770562	1	39770382	39771485	111	111	1103	100.0	10.063463281958295	10.063463281958295
1	65550124	65550867	1	65549458	65550736	612	743	1278	82.36877523553163	47.88732394366197	47.88732394366197
1	72334743	72334842	1	72334743	72334842	99	99	99	100.0	100.0	100.0
1	75124701	75127449	1	75125068	75127265	2197	2748	2197	79.9490538573508	100.0	79.9490538573508
1	95232696	95233361	1	95232696	95233271	575	665	575	86.46616541353383	100.0	86.46616541353383
1	101308446	101308887	1	101308446	101308887	441	441	441	100.0	100.0	100.0
1	106240486	106241224	1	106240486	106243165	738	738	2679	100.0	27.547592385218366	27.547592385218366
1	115978319	115980132	1	115977424	115980485	1813	1813	3061	100.0	59.229010127409346	59.229010127409346
1	116534515	116535010	1	116534538	116535623	472	495	1085	95.35353535353536	43.50230414746544	43.50230414746544
1	121396242	121396985	1	121396368	121397047	617	743	679	83.04172274562585	90.86892488954345	83.04172274562585
1	121518529	121518730	1	121518529	121518730	201	201	201	100.0	100.0	100.0
1	143691449	143691907	1	143691257	143691988	458	458	731	100.0	62.653898768809846	62.653898768809846
1	146486493	146486634	1	146486290	146486628	135	141	338	95.74468085106383	39.94082840236686	39.94082840236686
1	146932851	146933347	1	146932524	146933347	496	496	823	100.0	60.267314702308624	60.267314702308624
1	148328866	148330037	1	148328866	148329840	974	1171	974	83.17677198975235	100.0	83.17677198975235
1	152188602	152189261	1	152188737	152189293	524	659	556	79.5144157814871	94.24460431654677	79.5144157814871
1	155690930	155691682	1	155691000	155695885	682	752	4885	90.69148936170212	13.961105424769704	13.961105424769704
1	155694890	155695588	1	155691000	155695885	698	698	4885	100.0	14.28863868986694	14.28863868986694
1	156619216	156619934	1	156619156	156619934	718	718	778	100.0	92.2879177377892	92.2879177377892
1	157278817	157279954	1	157278965	157279842	877	1137	877	77.13280562884785	100.0	77.13280562884785
1	160985050	160985277	1	160985050	160985506	227	227	456	100.0	49.780701754385966	49.780701754385966
1	161442957	161443817	1	161442826	161443878	860	860	1052	100.0	81.74904942965779	81.74904942965779
1	161458558	161459274	1	161457625	161459489	716	716	1864	100.0	38.412017167381975	38.412017167381975
1	161524770	161525233	1	161524787	161525303	446	463	516	96.32829373650108	86.43410852713178	86.43410852713178
1	173870148	173870397	1	173870148	173870397	249	249	249	100.0	100.0	100.0
1	179361590	179364390	1	179361590	179364257	2667	2800	2667	95.25	100.0	95.25
1	201505617	201506323	1	201505617	201506223	606	706	606	85.8356940509915	100.0	85.8356940509915
1	202123855	202124186	1	202123533	202124434	331	331	901	100.0	36.736958934517205	36.736958934517205
1	204872057	204872959	1	204871441	204873465	902	902	2024	100.0	44.565217391304344	44.565217391304344
1	205046121	205049344	1	205045588	205049473	3223	3223	3885	100.0	82.96010296010296	82.96010296010296
1	205849356	205850886	1	205849356	205851356	1530	1530	2000	100.0	76.5	76.5
1	207669896	207669933	1	207669806	207669933	37	37	127	100.0	29.133858267716533	29.133858267716533
1	207751031	207751443	1	207751031	207751443	412	412	412	100.0	100.0	100.0
1	221738870	221740234	1	221738870	221740234	1364	1364	1364	100.0	100.0	100.0
1	223993657	223993867	1	223993657	223993867	210	210	210	100.0	100.0	100.0
1	228635583	228635669	1	228635354	228635757	86	86	403	100.0	21.339950372208435	21.339950372208435
1	234356684	234357513	1	234356684	234357513	829	829	829	100.0	100.0	100.0
1	243101394	243102151	1	243101394	243102151	757	757	757	100.0	100.0	100.0
1	247530658	247531185	1	247530431	247531132	474	527	701	89.94307400379506	67.61768901569187	67.61768901569187
1	247783420	247785859	1	247782427	247785470	2050	2439	3043	84.05084050840509	67.36772921459087	67.36772921459087
1	247936918	247938282	1	247937024	247938282	1258	1364	1258	92.22873900293254	100.0	92.22873900293254
1	248704256	248709141	1	248704256	248708882	4626	4885	4626	94.69805527123849	100.0	94.69805527123849
10	394179	395006	10	394104	395006	827	827	902	100.0	91.68514412416852	91.68514412416852
10	484557	484715	10	484557	485380	158	158	823	100.0	19.19805589307412	19.19805589307412
10	607617	609110	10	607746	609092	1346	1493	1346	90.15405224380441	100.0	90.15405224380441
10	628469	628813	10	628469	628908	344	344	439	100.0	78.35990888382688	78.35990888382688
10	635320	635777	10	635099	635895	457	457	796	100.0	57.41206030150754	57.41206030150754
10	654387	655290	10	654387	655678	903	903	1291	100.0	69.94577846630519	69.94577846630519
10	662991	664555	10	662816	664443	1452	1564	1627	92.8388746803069	89.2440073755378	89.2440073755378
10	1034873	1035406	10	1034873	1035605	533	533	732	100.0	72.81420765027322	72.81420765027322
10	1180946	1181204	10	1180946	1181329	258	258	383	100.0	67.36292428198433	67.36292428198433
10	1363360	1363564	10	1363289	1363566	204	204	277	100.0	73.6462093862816	73.6462093862816
10	1368615	1370342	10	1368685	1370342	1657	1727	1657	95.94672843080487	100.0	95.94672843080487
10	1468534	1469432	10	1468534	1469622	898	898	1088	100.0	82.53676470588235	82.53676470588235
