chromA	startA	endA	chromB	startB	endB	overlap	lenA	lenB	pctA	pctB	reciprocal
1	2189201	2190598	1	2189186	2190519	1318	1397	1333	94.34502505368647	98.87471867966991	94.34502505368647
1	16677941	16678490	1	16678138	16678820	352	549	682	64.11657559198542	51.61290322580645	51.61290322580645
1	18784007	18785106	1	18784007	18784942	935	1099	935	85.07734303912648	100.0	85.07734303912648
1	21437255	21437893	1	21437342	21437779	437	638	437	68.49529780564264	100.0	68.49529780564264
1	22011488	22012964	1	22011556	22012964	1408	1476	1408	95.39295392953929	100.0	95.39295392953929
1	25563506	25564273	1	25563647	25564105	458	767	458	59.71316818774446	100.0	59.71316818774446
1	28246210	28247095	1	28245560	28247076	866	885	1516	97.85310734463278	57.12401055408971	57.12401055408971
1	31154431	31154704	1	31154431	31154646	215	273	215	78.75457875457876	100.0	78.75457875457876
1	36401108	36401547	1	36401072	36401380	272	439	308	61.958997722095674	88.31168831168831	61.958997722095674
1	44103426	44103777	1	44103532	44103726	194	351	194	55.27065527065527	100.0	55.27065527065527
1	65550124	65550867	1	65549458	65550736	612	743	1278	82.36877523553163	47.88732394366197	47.88732394366197
1	72334743	72334842	1	72334743	72334842	99	99	99	100.0	100.0	100.0
1	76641879	76644624	1	76642224	76643758	1534	2745	1534	55.88342440801457	100.0	55.88342440801457
1	88993642	88993975	1	88993737	88993975	238	333	238	71.47147147147147	100.0	71.47147147147147
1	95232696	95233361	1	95232696	95233271	575	665	575	86.46616541353383	100.0	86.46616541353383
1	101308446	101308887	1	101308446	101308887	441	441	441	100.0	100.0	100.0
1	112742759	112743662	1	112743008	112743470	462	903	462	51.162790697674424	100.0	51.162790697674424
1	155231398	155232386	1	155231089	155231988	590	988	899	59.716599190283404	65.62847608453838	59.716599190283404
1	157278817	157279954	1	157278965	157279842	877	1137	877	77.13280562884785	100.0	77.13280562884785
1	158212100	158213293	1	158212502	158214229	791	1193	1727	66.30343671416597	45.801968731905035	45.801968731905035
1	160985050	160985277	1	160985050	160985506	227	227	456	100.0	49.780701754385966	49.780701754385966
1	161378932	161379527	1	161379022	161379370	348	595	348	58.4873949579832	100.0	58.4873949579832
1	161442957	161443817	1	161442826	161443878	860	860	1052	100.0	81.74904942965779	81.74904942965779
1	185403145	185405070	1	185402979	185404583	1438	1925	1604	74.7012987012987	89.6508728179551	74.7012987012987
1	205046121	205049344	1	205045588	205049473	3223	3223	3885	100.0	82.96010296010296	82.96010296010296
1	207751031	207751443	1	207751031	207751443	412	412	412	100.0	100.0	100.0
1	228635583	228635669	1	228635354	228635757	86	86	403	100.0	21.339950372208435	21.339950372208435
1	243101394	243102151	1	243101394	243102151	757	757	757	100.0	100.0	100.0
1	245652647	245653455	1	245652831	245653310	479	808	479	59.28217821782178	100.0	59.28217821782178
1	247127298	247128072	1	247127684	247128304	388	774	620	50.129198966408275	62.58064516129033	50.129198966408275
1	247518036	247518614	1	247518125	247518531	406	578	406	70.24221453287197	100.0	70.24221453287197
1	247783420	247785859	1	247782427	247785470	2050	2439	3043	84.05084050840509	67.36772921459087	67.36772921459087
1	247936918	247938282	1	247937024	247938282	1258	1364	1258	92.22873900293254	100.0	92.22873900293254
10	604847	605485	10	604879	605309	430	638	430	67.39811912225704	100.0	67.39811912225704
10	607617	609110	10	607746	609092	1346	1493	1346	90.15405224380441	100.0	90.15405224380441
10	626969	627872	10	627055	627650	595	903	595	65.89147286821705	100.0	65.89147286821705
10	788865	790472	10	789003	790015	1012	1607	1012	62.97448662103298	100.0	62.97448662103298
10	1034873	1035406	10	1034873	1035605	533	533	732	100.0	72.81420765027322	72.81420765027322
10	1187063	1188048	10	1187120	1187817	697	985	697	70.76142131979695	100.0	70.76142131979695
10	1368615	1370342	10	1368685	1370342	1657	1727	1657	95.94672843080487	100.0	95.94672843080487
10	1468534	1469432	10	1468534	1469622	898	898	1088	100.0	82.53676470588235	82.53676470588235
10	2501305	2501928	10	2501272	2501888	583	623	616	93.57945425361156	94.64285714285714	93.57945425361156
10	2922413	2922512	10	2922229	2922620	99	99	391	100.0	25.31969309462916	25.31969309462916
10	4315990	4316347	10	4315723	4316782	357	357	1059	100.0	33.711048158640224	33.711048158640224
10	5616636	5617111	10	5616580	5616943	307	475	363	64.63157894736841	84.57300275482093	64.63157894736841
10	10461260	10461564	10	10461260	10462899	304	304	1639	100.0	18.547895057962172	18.547895057962172
10	11339172	11340095	10	11339305	11340056	751	923	751	81.36511375947995	100.0	81.36511375947995
10	11742894	11742998	10	11742869	11742966	72	104	97	69.23076923076923	74.22680412371135	69.23076923076923
10	13158386	13158651	10	13158419	13158558	139	265	139	52.45283018867924	100.0	52.45283018867924
10	14973926	14974465	10	14973726	14974318	392	539	592	72.72727272727273	66.21621621621621	66.21621621621621
10	25717280	25718423	10	25717498	25718091	593	1143	593	51.88101487314086	100.0	51.88101487314086
10	25893437	25894521	10	25893150	25894521	1084	1084	1371	100.0	79.06637490882568	79.06637490882568
10	26452796	26453912	10	26453167	26453912	745	1116	745	66.75627240143369	100.0	66.75627240143369
10	26945215	26946928	10	26945501	26947281	1427	1713	1780	83.3041447752481	80.16853932584269	80.16853932584269
10	27252244	27253002	10	27252369	27252984	615	758	615	81.13456464379946	100.0	81.13456464379946
10	27319031	27320381	10	27319170	27320404	1211	1350	1234	89.70370370370371	98.13614262560777	89.70370370370371
10	28812610	28815026	10	28812410	28815026	2416	2416	2616	100.0	92.35474006116208	92.35474006116208
10	30212177	30213779	10	30212333	30213779	1446	1602	1446	90.2621722846442	100.0	90.2621722846442
10	30597080	30597759	10	30597080	30597459	379	679	379	55.81737849779087	100.0	55.81737849779087
10	33556471	33557045	10	33556471	33556967	496	574	496	86.41114982578398	100.0	86.41114982578398
10	33790825	33791907	10	33790725	33792015	1082	1082	1290	100.0	83.87596899224806	83.87596899224806
10	45330123	45331457	10	45328429	45331457	1334	1334	3028	100.0	44.055482166446495	44.055482166446495
10	46267857	46269368	10	46267744	46269368	1511	1511	1624	100.0	93.04187192118226	93.04187192118226
10	46283446	46284151	10	46283446	46284151	705	705	705	100.0	100.0	100.0
10	50024391	50025357	10	50024391	50025336	945	966	945	97.82608695652173	100.0	97.82608695652173
10	52778255	52779168	10	52778255	52779168	913	913	913	100.0	100.0	100.0
10	58203284	58205253	10	58203347	58204751	1404	1969	1404	71.30523108176739	100.0	71.30523108176739
10	58517488	58519997	10	58517488	58519240	1752	2509	1752	69.82861697887604	100.0	69.82861697887604
10	61867277	61868187	10	61867277	61868187	910	910	910	100.0	100.0	100.0
10	62924362	62924737	10	62924362	62924737	375	375	375	100.0	100.0	100.0
10	69491901	69492997	10	69492261	69492862	601	1096	601	54.83576642335767	100.0	54.83576642335767
10	79440753	79443652	10	79441249	79443262	2013	2899	2013	69.43773715074163	100.0	69.43773715074163
10	80450411	80450884	10	80450311	80451948	473	473	1637	100.0	28.89431887599267	28.89431887599267
10	80535746	80536417	10	80535746	80536351	605	671	605	90.1639344262295	100.0	90.1639344262295
10	83172630	83176146	10	83174150	83176146	1996	3516	1996	56.76905574516496	100.0	56.76905574516496
10	86389053	86389166	10	86388993	86389166	113	113	173	100.0	65.3179190751445	65.3179190751445
10	89836832	89836999	10	89836832	89837112	167	167	280	100.0	59.64285714285714	59.64285714285714
10	102433115	102433216	10	102433070	102433216	101	101	146	100.0	69.17808219178082	69.17808219178082
10	104275213	104276126	10	104275213	104275792	579	913	579	63.41730558598029	100.0	63.41730558598029
10	104330393	104331648	10	104330899	104331648	749	1255	749	59.68127490039841	100.0	59.68127490039841
10	106735002	106737102	10	106735808	106737102	1294	2100	1294	61.61904761904762	100.0	61.61904761904762
10	111420394	111422599	10	111420394	111422599	2205	2205	2205	100.0	100.0	100.0
10	114101563	114101884	10	114101563	114101831	268	321	268	83.48909657320873	100.0	83.48909657320873
10	117132784	117133767	10	117132603	117133663	879	983	1060	89.42014242115972	82.9245283018868	82.9245283018868
10	120127763	120128765	10	120127763	120128517	754	1002	754	75.249500998004	100.0	75.249500998004
10	120843224	120843767	10	120842904	120844112	543	543	1208	100.0	44.950331125827816	44.950331125827816
10	120946282	120946862	10	120946349	120946768	419	580	419	72.24137931034483	100.0	72.24137931034483
10	122818512	122819028	10	122818163	122819028	516	516	865	100.0	59.65317919075145	59.65317919075145
10	124534134	124534650	10	124534198	124534535	337	516	337	65.31007751937985	100.0	65.31007751937985
10	126881623	126882350	10	126881904	126882350	446	727	446	61.34800550206327	100.0	61.34800550206327
10	127395592	127396182	10	127395406	127396182	590	590	776	100.0	76.03092783505154	76.03092783505154
10	128590664	128591548	10	128590664	128591548	884	884	884	100.0	100.0	100.0
10	130254509	130255266	10	130254418	130255266	757	757	848	100.0	89.26886792452831	89.26886792452831
10	131380210	131380648	10	131380362	131380634	272	438	272	62.10045662100456	100.0	62.10045662100456
10	131453273	131453452	10	131453299	131453519	153	179	220	85.47486033519553	69.54545454545455	69.54545454545455
10	132244975	132245601	10	132245095	132245456	361	626	361	57.66773162939297	100.0	57.66773162939297
10	132708430	132709023	10	132708527	132709055	496	593	528	83.6424957841484	93.93939393939394	83.6424957841484
10	132964672	132965692	10	132964710	132965659	949	1020	949	93.03921568627452	100.0	93.03921568627452
10	133162376	133164346	10	133162376	133163859	1483	1970	1483	75.27918781725889	100.0	75.27918781725889
11	604874	605237	11	604659	605164	290	363	505	79.88980716253444	57.42574257425742	57.42574257425742
11	711245	711431	11	711129	711408	163	186	279	87.63440860215054	58.422939068100355	58.422939068100355
11	721833	722469	11	721758	722192	359	636	434	56.44654088050315	82.7188940092166	56.44654088050315
11	782956	783405	11	783059	783443	346	449	384	77.06013363028953	90.10416666666666	77.06013363028953
11	841598	841755	11	841664	841771	91	157	107	57.961783439490446	85.04672897196261	57.961783439490446
11	888640	889436	11	888906	889436	530	796	530	66.58291457286433	100.0	66.58291457286433
11	1050906	1051629	11	1050973	1051547	574	723	574	79.39142461964039	100.0	79.39142461964039
11	1123587	1124693	11	1123535	1124693	1106	1106	1158	100.0	95.50949913644214	95.50949913644214
11	1262041	1263144	11	1262173	1263263	971	1103	1090	88.03263825929284	89.08256880733944	88.03263825929284
11	1953919	1954903	11	1954006	1954789	783	984	783	79.57317073170732	100.0	79.57317073170732
11	2257494	2257682	11	2257219	2257590	96	188	371	51.06382978723404	25.87601078167116	25.87601078167116
11	2305486	2305656	11	2305486	2305971	170	170	485	100.0	35.051546391752574	35.051546391752574
11	5188545	5190914	11	5188372	5191615	2369	2369	3243	100.0	73.04964539007092	73.04964539007092
11	5684018	5684259	11	5683986	5684259	241	241	273	100.0	88.27838827838828	88.27838827838828
11	6605444	6606097	11	6605444	6606097	653	653	653	100.0	100.0	100.0
11	8912111	8912433	11	8912111	8912433	322	322	322	100.0	100.0	100.0
11	10450040	10450234	11	10450073	10450234	161	194	161	82.9896907216495	100.0	82.9896907216495
11	17174077	17174960	11	17173927	17174960	883	883	1033	100.0	85.47918683446272	85.47918683446272
11	17776124	17776594	11	17776124	17776545	421	470	421	89.57446808510639	100.0	89.57446808510639
11	18047057	18048361	11	18046808	18050063	1304	1304	3255	100.0	40.06144393241167	40.06144393241167
11	18411719	18412807	11	18411819	18412807	988	1088	988	90.80882352941177	100.0	90.80882352941177
11	19564007	19564391	11	19564007	19564504	384	384	497	100.0	77.2635814889336	77.2635814889336
11	26047805	26049020	11	26048199	26049020	821	1215	821	67.57201646090535	100.0	67.57201646090535
11	26284625	26285493	11	26284296	26286086	868	868	1790	100.0	48.49162011173184	48.49162011173184
11	31814267	31814971	11	31814585	31815462	386	704	877	54.82954545454546	44.013683010262255	44.013683010262255
11	36398371	36398915	11	36398371	36399138	544	544	767	100.0	70.92568448500653	70.92568448500653
11	37269750	37272009	11	37269986	37272541	2023	2259	2555	89.55289951305888	79.17808219178082	79.17808219178082
11	39372419	39373608	11	39372419	39373503	1084	1189	1084	91.16904962153069	100.0	91.16904962153069
11	59062496	59063265	11	59062148	59063265	769	769	1117	100.0	68.84512085944495	68.84512085944495
11	61008574	61008927	11	61008411	61008832	258	353	421	73.08781869688386	61.282660332541575	61.282660332541575
11	62666196	62666560	11	62666196	62666560	364	364	364	100.0	100.0	100.0
11	63489560	63490402	11	63488705	63490127	567	842	1422	67.3396674584323	39.87341772151899	39.87341772151899
11	63880255	63880827	11	63880255	63880827	572	572	572	100.0	100.0	100.0
11	64048398	64049010	11	64047789	64048832	434	612	1043	70.91503267973856	41.61073825503356	41.61073825503356
11	64071335	64071968	11	64071595	64072274	373	633	679	58.92575039494471	54.93372606774669	54.93372606774669
11	67615770	67616638	11	67615770	67616800	868	868	1030	100.0	84.27184466019418	84.27184466019418
11	67650090	67650934	11	67650170	67650742	572	844	572	67.77251184834124	100.0	67.77251184834124
11	68869550	68870871	11	68869589	68870871	1282	1321	1282	97.04769114307344	100.0	97.04769114307344
11	68890879	68891553	11	68890669	68891501	622	674	832	92.28486646884274	74.75961538461539	74.75961538461539
11	71138868	71139299	11	71138919	71139248	329	431	329	76.33410672853829	100.0	76.33410672853829
11	73641131	73641662	11	73641236	73641662	426	531	426	80.22598870056498	100.0	80.22598870056498
11	73982014	73982658	11	73982014	73982561	547	644	547	84.93788819875776	100.0	84.93788819875776
11	76205904	76206003	11	76205904	76206041	99	99	137	100.0	72.26277372262774	72.26277372262774
11	78140407	78140643	11	78140407	78140579	172	236	172	72.88135593220339	100.0	72.88135593220339
11	78822925	78823194	11	78822851	78823261	269	269	410	100.0	65.60975609756098	65.60975609756098
11	79253276	79253738	11	79253088	79253738	462	462	650	100.0	71.07692307692308	71.07692307692308
