file	sha256	bytes
cpg/chr_1/prepare_summary.tsv	d5295792693a97b1c0e70951b2a6fe6e8c12da50bedbedfff27e029dafdb3ed3	374
cpg/chr_10/prepare_summary.tsv	da2971c78653d626df9885673b6ef86f02c49e2a7d527ce1bd03a501e608f2cd	376
cpg/chr_11/prepare_summary.tsv	64753e704a453b678cbd9ac579c744f361a73fcbf48586fe32478f99aead73b1	376
cpg/chr_12/prepare_summary.tsv	4132449d2b554522c3345a9e942708517db0729829ee8b3c2ced45c4fb389712	375
cpg/chr_13/prepare_summary.tsv	d1d02a54ddcc1cb1b394be495657ece9b238cd3af97baf075b804c0f36972450	375
cpg/chr_14/prepare_summary.tsv	f50ed598a2f272f163a61b13dd28c6e5ed59bd19a9bc30bad48020dd95d90928	375
cpg/chr_15/prepare_summary.tsv	61adfdc7f43fe69b8c033e0f46c8ccd3d5a52b0c8b204a62acbe61a1611db426	375
cpg/chr_16/prepare_summary.tsv	78615e40dd9fc9e722d1105556ab9a3817d432b405aa7d43d62eeae0ec2b28cd	375
cpg/chr_17/prepare_summary.tsv	3065fb4aa3b476b4d1beaec0631b9c41eb387f7bffed6a79390b499b8e37874c	375
cpg/chr_18/prepare_summary.tsv	7a0a789317f5dc9575edad93ace1c9b953b9822ae592f0012ef71b91dd636361	375
cpg/chr_19/prepare_summary.tsv	93ab6453b6e2b58550d614ef533ebdae9246dd5163fcb96f96e4f8237d3e452f	375
cpg/chr_2/prepare_summary.tsv	1f3045b0260ff6f7a94a4ca6c4f6dc853952cd8f92c53ce303afacb5006aba11	374
cpg/chr_20/prepare_summary.tsv	219e38e82d9d57c65dd5cae6c3bbd28d83c51947159a9f4ba45733d89e47e5ae	375
cpg/chr_21/prepare_summary.tsv	de3c542061d160533a55f29f370aafd5da07bf7ec694de819cdb22a2e86b45db	375
cpg/chr_22/prepare_summary.tsv	ef7de32195c42b854f0e3f112c0ca92249e9c51d9ee97a48e43a0086319e586f	375
cpg/chr_3/prepare_summary.tsv	222ee8cfb9b90412f354cd8960b5a936452d8da10d4ef5be5d25057103df4504	374
cpg/chr_4/prepare_summary.tsv	4aaf7c2b94e40a0ce4920510264aa6987a52196471091856781d991eea51ea54	374
cpg/chr_5/prepare_summary.tsv	c44328a3610c0fa44a1973acfac470c3070cf070adf36fe5ee8f53fee6b682da	374
cpg/chr_6/prepare_summary.tsv	5998314c69e382231e40d28a95f0ba57d09055fb65da4e96c414eb775276142b	374
cpg/chr_7/prepare_summary.tsv	1da7d82a52b1056ac01fd6851e0541fc00be85e65d9840f9f72830e79f35018a	374
cpg/chr_8/prepare_summary.tsv	4b0324751cae199473687887da131587ae8ffb83196bdb45720ce017e872ec9a	373
cpg/chr_9/prepare_summary.tsv	7475ed0b2bc38e01f2eb40e1ebd05687fa1455852b6105ccdfddd81c0d5516db	373
qc/array_coverage.tsv	a9f294551004efaf72afa56996c08c138f428a971d0ca8778305dda7e5fcf467	453
qc/technical_qc.tsv	1ebeb794267a04b84e69ec3a0c494a69e316e0d3fcee1c4aba47e6c9caec6ce5	5541
qc/vmr_turnover.tsv	106a84978868d6c7a9bf4cf43f44f9803e81dcc01fd69775f7162a2c790e93b4	493
vmr/cpg_vmr_membership.tsv	8790813924987707d1315e9cfab25bb7ab689b800f1759209cebc3b4e0a28ec6	10627471
vmr/vmr_catalog.tsv	681615dc4ad05a3ddba0b47b009ea856fbcc6c281f5dd9ef382351bc19e479da	756797
