chromA	startA	endA	chromB	startB	endB	overlap	lenA	lenB	pctA	pctB	reciprocal
1	1185015	1185655	1	1185197	1185540	343	640	343	53.59374999999999	100.0	53.59374999999999
1	1351537	1351687	1	1351411	1351631	94	150	220	62.66666666666667	42.72727272727273	42.72727272727273
1	1425528	1426355	1	1425654	1426313	659	827	659	79.68561064087062	100.0	79.68561064087062
1	2189201	2190598	1	2189201	2190519	1318	1397	1318	94.34502505368647	100.0	94.34502505368647
1	2967016	2967643	1	2967016	2967400	384	627	384	61.24401913875598	100.0	61.24401913875598
1	3031124	3031708	1	3031165	3031526	361	584	361	61.81506849315068	100.0	61.81506849315068
1	3366179	3366481	1	3366306	3366835	175	302	529	57.94701986754966	33.0812854442344	33.0812854442344
1	9223206	9223416	1	9222666	9224410	210	210	1744	100.0	12.041284403669724	12.041284403669724
1	9324187	9325557	1	9324297	9325103	806	1370	806	58.832116788321166	100.0	58.832116788321166
1	9362826	9363451	1	9362905	9363356	451	625	451	72.16	100.0	72.16
1	10808934	10809518	1	10809094	10809518	424	584	424	72.6027397260274	100.0	72.6027397260274
1	11925291	11925690	1	11925308	11925848	382	399	540	95.73934837092732	70.74074074074073	70.74074074074073
1	13326335	13327587	1	13326766	13327587	821	1252	821	65.57507987220448	100.0	65.57507987220448
1	15755674	15756385	1	15755797	15756385	588	711	588	82.70042194092827	100.0	82.70042194092827
1	16677941	16678490	1	16678138	16678769	352	549	631	64.11657559198542	55.78446909667195	55.78446909667195
1	16692189	16692603	1	16692329	16692614	274	414	285	66.18357487922705	96.14035087719299	66.18357487922705
1	16889666	16889910	1	16889717	16890019	193	244	302	79.09836065573771	63.90728476821192	63.90728476821192
1	18575584	18576317	1	18575735	18576317	582	733	582	79.39972714870396	100.0	79.39972714870396
1	18784007	18785106	1	18784007	18784942	935	1099	935	85.07734303912648	100.0	85.07734303912648
1	21437255	21437893	1	21437342	21437803	461	638	461	72.25705329153605	100.0	72.25705329153605
1	22011488	22012964	1	22011620	22012964	1344	1476	1344	91.05691056910568	100.0	91.05691056910568
1	25245911	25246073	1	25245727	25246004	93	162	277	57.407407407407405	33.57400722021661	33.57400722021661
1	26555589	26556254	1	26555522	26556155	566	665	633	85.11278195488721	89.41548183254343	85.11278195488721
1	28246210	28247095	1	28245416	28247076	866	885	1660	97.85310734463278	52.16867469879518	52.16867469879518
1	31154431	31154704	1	31154479	31154646	167	273	167	61.172161172161175	100.0	61.172161172161175
1	31694898	31695925	1	31695042	31695987	883	1027	945	85.97857838364168	93.43915343915344	85.97857838364168
1	39770451	39770562	1	39770382	39770511	60	111	129	54.054054054054056	46.51162790697674	46.51162790697674
1	39799459	39799793	1	39799356	39799656	197	334	300	58.982035928143716	65.66666666666666	58.982035928143716
1	51730067	51730609	1	51730226	51730540	314	542	314	57.93357933579336	100.0	57.93357933579336
1	65550124	65550867	1	65550124	65550713	589	743	589	79.27321668909825	100.0	79.27321668909825
1	72334743	72334842	1	72334745	72334842	97	99	97	97.97979797979798	100.0	97.97979797979798
1	75124701	75127449	1	75124904	75127449	2545	2748	2545	92.61280931586609	100.0	92.61280931586609
1	88993642	88993975	1	88993737	88993911	174	333	174	52.25225225225225	100.0	52.25225225225225
1	95232696	95233361	1	95232774	95233271	497	665	497	74.73684210526315	100.0	74.73684210526315
1	101308446	101308887	1	101308446	101308887	441	441	441	100.0	100.0	100.0
1	106080662	106081231	1	106080662	106081106	444	569	444	78.03163444639719	100.0	78.03163444639719
1	106240486	106241224	1	106240486	106242267	738	738	1781	100.0	41.43739472206626	41.43739472206626
1	108875899	108876327	1	108876067	108876386	260	428	319	60.747663551401864	81.50470219435736	60.747663551401864
1	109113111	109113371	1	109113154	109113371	217	260	217	83.46153846153847	100.0	83.46153846153847
1	110556304	110556985	1	110556304	110556985	681	681	681	100.0	100.0	100.0
1	112854464	112855314	1	112854632	112855314	682	850	682	80.23529411764706	100.0	80.23529411764706
1	115977319	115977696	1	115977424	115981081	272	377	3657	72.14854111405835	7.4377905386929175	7.4377905386929175
1	115978319	115980132	1	115977424	115981081	1813	1813	3657	100.0	49.57615531856713	49.57615531856713
1	121396242	121396985	1	121395872	121397087	743	743	1215	100.0	61.15226337448559	61.15226337448559
1	143649069	143651193	1	143649497	143650758	1261	2124	1261	59.36911487758946	100.0	59.36911487758946
1	143652062	143655752	1	143652287	143655269	2982	3690	2982	80.8130081300813	100.0	80.8130081300813
1	143659607	143660313	1	143659685	143660514	628	706	829	88.95184135977338	75.75392038600724	75.75392038600724
1	143666997	143668253	1	143667272	143668457	981	1256	1185	78.10509554140127	82.78481012658227	78.10509554140127
1	143674751	143675894	1	143675135	143675854	719	1143	719	62.904636920384945	100.0	62.904636920384945
1	143691449	143691907	1	143691308	143691988	458	458	680	100.0	67.3529411764706	67.3529411764706
1	143717480	143718348	1	143717494	143718348	854	868	854	98.38709677419355	100.0	98.38709677419355
1	145487922	145488458	1	145487922	145488406	484	536	484	90.29850746268657	100.0	90.29850746268657
