file	sha256	bytes
code/_h/00_new_run.R	3c70966b476272686b8516a3cb0b32e563ad354b924a88f6440152530128a64d	6121
code/_h/01_build_exposure_matrix.R	f88d3652ece578ce21c9484ca393192b6e893e41554cfe1df2e205c22ae8c6de	13432
code/_h/02_vmr_exposure_association.R	0e71606474390ab551792c707b6e355bf1fc1572882940b6f6c131fcc2968b4c	12733
code/_h/02b_combine_associations.R	ac5fca1f134481a351b7373fd10ca4f243b63bcf0033029291cd50bd73fc6f91	5162
code/_h/03_control_axis_test.R	0fa21073d04d6c59b556ed13a1457a5059349038029244d523c5741d2d34e98f	17800
code/_h/04_apply_gates.R	d563182556b396275a17305ff91c575d2746bb25109b84f157f9c4cafc2d2f22	4852
code/_h/05_finalize_run.R	980ca3b0db6d3bd39038d1ce6ce4ae610250f41307b657ac0e746043da8f0d34	1562
code/_h/exposure_model.R	8229df7c676b9c7b82185452ed6828f442c273d8c86889a6e0b83cd04feb6641	2722
code/_h/run_config.R	74ac62e46aee7ffb67f39ecd6f1f2d16f0e5a878a3f227515dedb3587ec6d633	1145
code/_h/step_1_association.sh	62dd4910c8d2c5ca9724d36b7f1080627562608fc2b69f1462f07172bddcf007	1477
code/_h/submit_environmental.sh	9ba253a8866a461b87c78b605ac505827b39da56153da26da743e3a49b5266d8	4741
code/config/aging.yml	9fe6ad54ba19cebd6a1b4b8236dd6af01b8c7ea2cb99d0cad833df97f1bc69c9	15783
code/config/analysis_thresholds.yml	ff6db810f81491083de926d0823b5429f1df3d74d58c9e21993c85ca66915fbe	6873
code/config/cell_deconvolution.yml	f01e1a5f5527c5c226b5f9ab453286f6c4a06b93d4175fb33671f7276117c00a	2630
code/config/cohorts.yml	fa3745691c8e4ba12c0c35e6bba0f785f42900c0355bc508334b9c83e91cc2ee	14679
code/config/covariates.yml	e5fe755de0333f6163f12b0c0c86bfb9426db1b01f1e5b31fc484da447930a3a	6858
code/config/environmental.yml	3b69ec91e25868e85c77805dabeca2038f63eff95020984d20a60011f65d2262	21428
code/config/gwas_negative_controls.yml	4986d534b5a59c64253feeba32451bcd2ded0fa063d7a2ec0a3e3f1f791e0afe	14842
code/config/local_genetic_control.yml	dacdf66a569945026c36bb1d1d6759c3d9b9b097159d2b64a30d890150e0dae1	2066
code/config/meqtl_parameters.yml	37458e4dfaec9d25bedf0d0aa41da4273cd399e4f8e96e89681a632fe2cc6734	3415
code/config/partitioned_heritability.yml	5f4fae04b527382e907ecf8dea7df217cb20c0578e9d2c7b06abac6f73ab71ac	6636
code/config/paths.yml	02494c77256de15116bc5e27e4d2804cdf8b0b8e05fcffcce27db6b27a5eecb2	9911
code/config/prediction.yml	a0f670b282fe0eb5fcfbfb21996f599b4533cf299fde7b5d96a66d4079ac9652	3348
code/config/predictor_comparison.yml	ced0b1b27057b82cae65b31e587a7c8caa0b764ea39e9474a328d9458e099cf6	1474
code/config/predictor_followup.yml	9e4ef7d931a8180df9dfd4f9d62c9febb41ef37f1499c1964883b9b1bdebea1c	1440
code/config/region_donor_generalization.yml	ef2adf5523cf8b5e2734b1559215c38228b68c9dadd21385be11a0d5b554fb6e	11614
code/config/repeat_annotations.yml	7959389e144122bc6d210853a554a52e2f1c6ee34e0510045c01bad29e4399a7	27311
code/config/schizophrenia.yml	5d8565058b2e9954e3d1e7b78375697cd976351c42062efefb0b50e25c8557fa	16765
code/config/thresholds.yml	67ad135f3144c21dfe1310c3e46822e1f9d29129536a537231c8f807954c305c	4109
code/config/transcription_splicing.yml	d9eb18f1ed8e9f253c017cf86ea88198795a9164e03461bfaf59ba1556d694e4	6303
logs/env-assoc-6849047_1.err	08f7c17015823462f63646e9a5d5db6b878f72615dcdc91e1e3d3a1845c59bf6	60
logs/env-assoc-6849047_1.out	31c33e250d81c15669172c4bb071cb61480c452208748dbfa0d3861c5316a38c	408
logs/env-assoc-6849047_10.err	71da76bc989a4f2e6e8549c4f789c77a140395a0d726a5ee0a958fb35aff74e2	61
logs/env-assoc-6849047_10.out	07c236eea4d0428bd7947a5c8fc35adeea400b9e57eb8c542049b98d49773954	411
logs/env-assoc-6849047_11.err	608ff5c83206d377c79e53c0d3b7ae8d735a0961d14544510a58e0383933354f	61
logs/env-assoc-6849047_11.out	e7204c215ae229c7dfad5ea863df47e160215ef7ff1dce921ee74849f5ee7991	411
logs/env-assoc-6849047_12.err	84104946ddaf23d3cbf4c4a6560ed0f2cd6ae1540fcd265162f32eaf0f6f3cc4	61
logs/env-assoc-6849047_12.out	b0bff5ccaf9e1d413c0944dec8766c55757e5943643aa4c8e04b776ac78c04fa	411
logs/env-assoc-6849047_13.err	bc2b82d57bb5e1e9ab33fba5ac67564eb7ce00ef7e99df0c3d3a6beefd41a558	61
logs/env-assoc-6849047_13.out	9d86f3779e6303d3a50b390c1ce433660c23289ca792770862e567097fd0c443	411
logs/env-assoc-6849047_14.err	90e331f288d3f75699934e08250a60be67dc8159fcf67b1082b7596df3361ab8	61
logs/env-assoc-6849047_14.out	62e5cbfa9d6983afda75b46747c962f41f3b3f7609493271bcc0d67a4bf1ec7e	411
logs/env-assoc-6849047_15.err	e623fe7c8a8ff442df4ffdc8a7a022d0bbe3b9e34fcd524d1546da47608d49b5	61
logs/env-assoc-6849047_15.out	5e1310e00ea2a97180b5f5391c3a2239b108c303af5dd4b55cc709d40406cc58	411
logs/env-assoc-6849047_16.err	4446edd29fecad91da2e59d2fbadfe4c17bd31400325bedac3253bf7f7f0a6f6	61
logs/env-assoc-6849047_16.out	5dd7e873318d80b51cc659a5d1575eabdbe6dccbf88e104d72df64cb8cb7152a	411
logs/env-assoc-6849047_17.err	6d0678ef23da9a597286f28b4847c6f86976b69c4b4fc1f3074912f21415261b	61
logs/env-assoc-6849047_17.out	b844956327ee1d969a462a088b70c4f688c7bcd7c7ceadd290db5355e19ec9a1	411
logs/env-assoc-6849047_18.err	72eb7dd78c122ce67c84be445f54557a0dd0646cd50716273fb46571f4d38edd	61
logs/env-assoc-6849047_18.out	ffb8499676ab13f83b0585c04fe580241ebd9881baccbb9158e5e76e71177e02	411
logs/env-assoc-6849047_19.err	1bf00a3269a750bf6493fd16118c1fa30286666bb1d83682e436f48465e855fa	61
logs/env-assoc-6849047_19.out	ad16992d91ebd963a43b06e0a450bd19549879435d727439c7b453ee897e1360	411
logs/env-assoc-6849047_2.err	586ac2f8268a0b9d4ca6362b9f8b6aabef88ebbdeb0fde56f7fed2315acee751	60
logs/env-assoc-6849047_2.out	b90f6af3fbf69173aadcfb77823722b0f0d729d329d19bf00b080858a0a9f52e	408
logs/env-assoc-6849047_20.err	8ec37c0311a0741122c4a8f7e95149b26c078091957e1af4f856b729d65bf96b	61
logs/env-assoc-6849047_20.out	38094ac20e0045f8f337bab7281e6c2f0f39670b657143b138b559fcffbf47bf	411
logs/env-assoc-6849047_21.err	b303928e88a23c874a67052c2124ebe0a6eba9e6e3284fb6cf8fc6a10a794e3f	59
logs/env-assoc-6849047_21.out	60c4b6a69c815f72a8ef3fe44b22a3055a70c73aecfc49bd6a0f9c2f73efce64	411
logs/env-assoc-6849047_22.err	84cde03015d4f4f6baddd3277b8788e57a55bcd33cd3d642a22363883c17cc42	61
logs/env-assoc-6849047_22.out	e89fbfc404d6b8231926ad065cc6baeae3b4362a5a730a5070c6c7df54db1def	411
logs/env-assoc-6849047_3.err	e494f0c64ad2b88bd8e3ff1bc6eb843ef4284d282d01768e6022d33428059195	60
logs/env-assoc-6849047_3.out	e706fde9bdd0cf0fd431714da1268a8b8965cb1126d490bb3037624e7347f7b5	408
logs/env-assoc-6849047_4.err	23c94c3497df751d2a00e2ced0e8f6056ce60ac7e60d6330b31120e7f9ad4d8e	60
logs/env-assoc-6849047_4.out	2ce6d6af65c4a1a999e470426b618a2b7b0e0fe4829873d56273dac3f72c34bc	408
logs/env-assoc-6849047_5.err	69ede38eac7c6c947d95eab26d735cb3359eafc38390276e96526dae34cb58f3	60
logs/env-assoc-6849047_5.out	ee1b7e42bcc636db1c42dfdcdca29939c0a775efe6f3b35f46f8679115676778	408
logs/env-assoc-6849047_6.err	ea17cfde49e07b72fe5ff86227671fe3bea4673e449de86b8f30cab5d2e8f78d	60
logs/env-assoc-6849047_6.out	f5f5afcede26ed8585f298cd355384784979891332de5dbf6c9a51806e793f2f	408
logs/env-assoc-6849047_7.err	7370f461bb00c6921ab632906626ee10e2d63ec7b231dd4677407e1c532ef848	60
logs/env-assoc-6849047_7.out	84cf216c43e0a9d180029feaf69fec4e65b8d629ab4888a3907447eb60bdfd18	408
logs/env-assoc-6849047_8.err	c581f34905dd541ae0df215afd3ee2137af4da11096727023bb830ed462e2737	60
logs/env-assoc-6849047_8.out	96f43ae4ea6eb4c8f8813f9f1f25f4911f4d3a74a551e28c1ae1aa2b2a83a6c4	408
logs/env-assoc-6849047_9.err	936c5876eb3d407f1c393e72762527e2e3a828ac680ff382a4c6b5a4a195ecdc	60
logs/env-assoc-6849047_9.out	f0e085c0aece31242dab0b369206473129efe8812a67bb8763f87656fc0097f7	408
logs/env-axis-6849072.err	3639af78677955df9ad43502c38850c3504fd4fa2ef415046dcb10eb82e574c8	80
logs/env-axis-6849072.out	71af2908d991f31583c7c78f0546f3630d688bca7a95e277d15ea6f39de788bd	1190
logs/env-final-6849074.err	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0
logs/env-final-6849074.out	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0
logs/env-gate-6849073.err	d06db7f7d879838065fb62b9ee6936ec6fc1c43d410c7212a52def817e95dae0	41
logs/env-gate-6849073.out	317ea9a65fc6fba2c415d5a9c8dca098ede1b125694c6e119b801abd3fae0240	469
logs/env-pool-6849071.err	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0
logs/env-pool-6849071.out	7acab162ece1f729f3c0cbd37af3e5c4527b7092de99a685deb4b39d423d8342	700
results/checkpoint/pheno-chr1.rds	03cab84be2f79f8267ffcfee8f503220e3e1cb5fbc5e60234df2de3e16358ac7	682281
results/checkpoint/pheno-chr10.rds	eefa506549b65ec73c5f57dae06453538d3a9e69978aee2d4edeb3d283b682a8	431264
results/checkpoint/pheno-chr11.rds	ddb33b8fba84885c38f9c4d693061ba7f2988ce4d3a2f760701b840e723d81d0	428167
results/checkpoint/pheno-chr12.rds	106850819baed8da241c717c11b5440652c64d52f52f21cfa4aabb4b8588fdab	419012
results/checkpoint/pheno-chr13.rds	e391e09b1988f63245fdb62f6f15b71a240faf4d13b05301c1a63cad027f0c09	244682
results/checkpoint/pheno-chr14.rds	2cba0c8139a9b98ecc0da7c62307b3e55406a0b6e06bd24b37070f1bf8b981f3	284050
results/checkpoint/pheno-chr15.rds	8dc6c5f90b2e6e3dc084afdb4dafa3fdd906c0770610b44dcc5e8363870a83d5	231752
results/checkpoint/pheno-chr16.rds	30f3a400704fa583c652533003e03bc40b0ac733d834f8701215b51edaf56824	384954
results/checkpoint/pheno-chr17.rds	c17dd95b22ef1220bc41d9bbc960d1c14c411fca6d416a0c7e3c05eb596ab649	430554
results/checkpoint/pheno-chr18.rds	9b2d0256d4f52eef49df6baa18478bfb3c2ff563d3424a818aacaade539e0ba9	221794
results/checkpoint/pheno-chr19.rds	a43ca0044cfae6391cd10d4e36add73a9f80ee6f6a959fda98f0cc1381004318	396606
results/checkpoint/pheno-chr2.rds	257ce6c80463a8bf0342d5e19c3eb1d8c340cdb336719900d1fedf6385916db8	603594
results/checkpoint/pheno-chr20.rds	b9f09260c7aa013cbb00a4cdc2e274b10f8a74442b63ab7ae3a3323ce21f4a6a	146959
results/checkpoint/pheno-chr21.rds	e7fed2913e3a8518a81c440a8651c9acd3c3354007ebc71d4675a724250876ab	68007
results/checkpoint/pheno-chr22.rds	80b3aac8ece2c3a375ef1b899bb08088302915c3ee8285f89d2907bdf93f43bd	208995
results/checkpoint/pheno-chr3.rds	3cf4db5efd3a96b35a241566fcde348d22e17bafeedc53a7064c7aaa34a3b842	498077
results/checkpoint/pheno-chr4.rds	c79db45ec8b82caadec32b29cf9d315ed75958003c77899af3235b104ff29324	422291
results/checkpoint/pheno-chr5.rds	ea510179b6d5f5c0c82229bca597ffc30677888fa88776fc3af6c7bd7da3b66c	427376
results/checkpoint/pheno-chr6.rds	cd8f85c94afde32378255fb5bdfed679e9d66a71c9131577256e99acc70e0feb	466289
results/checkpoint/pheno-chr7.rds	a0bbb99f3837647f1ee4bc2fc54a9644d5c50f281d64aa489ad7ec029cfc398d	480212
results/checkpoint/pheno-chr8.rds	ce9ade09228fce60ee235a6de77c93972bb7c8727f2acdf5859bf99af8db32d1	425571
results/checkpoint/pheno-chr9.rds	41bcc8780a7486820ef12be4fc13a79228233cb0fb5a74c906f9f331adf04249	332343
results/control-axis-test.tsv	2e0b4b66ceea9e4ee2116c985db08d24ff2107cab5d75514993c4aafd2cfed29	5310
results/environmental-decision.tsv	513d6676dae57056a7bbf69afe3ce769454cf102dc651858620a3490d3b7b015	1494
results/exposure-eligibility.tsv	13e6d1dd85a576fd07bdaf1eb2a2ce5cad79e63af5229b394570b759dbe815df	3813
results/exposure-matrix.tsv	5053f42c01c70fa5559b0ba2d30511686b34f51cbbb016c908754bb38f3ae401	7002
results/fdr-families.tsv	26ab693111669b2d97c6bbbd7b1a612730fac100169679beb7108c81d7c2a322	752
results/gate-checks.tsv	1eb4fb0c3950bef1b68c81a1ee743cbe3865a2cc080a35a760ccb3ebcfcef61d	204
results/per-chrom/assoc-chr1.tsv	e2e1b73baf921a49e5bc4ae90eca21fc441f674e7c6ff5b07aa20afd312701a9	1707561
results/per-chrom/assoc-chr10.tsv	afe7cfc52efd685cd98834695b1acbed2c2d7f832ec0e0c8577fc135685d3800	1079276
results/per-chrom/assoc-chr11.tsv	1f7338ad55f2b33e54fd3d5a521801c6aa6b8b10540cf22e7cab9fb232ac34d7	1070322
results/per-chrom/assoc-chr12.tsv	33c763e753710e212c98345e92e2a6e1b2ccb58b0c7d405e65e530b66468d764	1047174
results/per-chrom/assoc-chr13.tsv	ec245bec13ca68e182105e6731744778c75dbcd31ca039cff992f9b63d969431	609056
results/per-chrom/assoc-chr14.tsv	693c367b2322b99750ca476fdf2c07c2dfe13fc6933983676b7b2f1eedc72003	707356
results/per-chrom/assoc-chr15.tsv	d1e0a2a9f8eeeccc7f802b4c210985f427008dd555af94da55bc1ee0fb7913b7	576174
results/per-chrom/assoc-chr16.tsv	c66f40ed3f8e97f0ec4af32f33ecfe8a30b4445d95d9a984c312ca7866b9f144	955826
results/per-chrom/assoc-chr17.tsv	5548cb42e17f9017e34631f8aafc1ad40f1c6e00728675799eae437149a8023e	1071900
results/per-chrom/assoc-chr18.tsv	96b2c1f589ff50b8adf9c2f418bac7d8c73e423b985565b1510b7645b78e63d7	547437
results/per-chrom/assoc-chr19.tsv	3874315c760dd5ed925ed4de904a895265398ad50129af929d4dd1fb12107bd8	987677
results/per-chrom/assoc-chr2.tsv	e1862c0ade6a85c0df6aa7131c17d0c1e0bcf8b8ed355fe6429eebc7154751fd	1509794
results/per-chrom/assoc-chr20.tsv	a8a133bdfa571842233e482323a7f53979861d7ae5a6c75170802079d03ccc50	360042
results/per-chrom/assoc-chr21.tsv	a3fdf03e88d0fb32567870a8a575df9a84940be0fa02362528969eabe9a65cd8	163493
results/per-chrom/assoc-chr22.tsv	04d10092dc99691e870ce930f39d0d2d4fc9606572cb1c6ae7151d9850c71c6d	517866
results/per-chrom/assoc-chr3.tsv	1731214ebddc00da538c81882427bea61622fb0fc4d6723820c9951fd3963578	1245184
results/per-chrom/assoc-chr4.tsv	2a5383ec217f37d813c38ac8fa739f2e921803b1622904962cd57d3983b9396b	1049322
results/per-chrom/assoc-chr5.tsv	bb8e8d09ff66931a33c7b2a6b5b366f8f8ba291e45a43adf9443e0487b45bd21	1066036
results/per-chrom/assoc-chr6.tsv	30747753f90705f20ce14c227876d3381e5f9f710cffaa640d62b9bf7427d23d	1159923
results/per-chrom/assoc-chr7.tsv	2670804f6ba27f18472e8bc4144242c92ac486f5c6aa58c74ea25030d276474b	1192418
results/per-chrom/assoc-chr8.tsv	f2a271f37502c5dfdd958a5d983c090a975ea8ae7d8f19feaf7c403291e4d7ee	1056243
results/per-chrom/assoc-chr9.tsv	c9165e6808be7d0f0e10cb834e1640ee789947076e0d23e56db86e8ed0eb0a27	826492
results/session-info.txt	ef39508dad7e366b336346c7b8869f58a9ec786d055e01eddfdc8a37cd2c6644	1426
results/vmr-exposure-association-terms.tsv	a5bfd8e38f510a7a2d4a50a35d71b612061642cd26b6e330a931eaf9fb99738d	20502834
