chromA	startA	endA	chromB	startB	endB	overlap	lenA	lenB	pctA	pctB	reciprocal
1	779478	779661	1	779388	779741	183	183	353	100.0	51.84135977337111	51.84135977337111
1	789726	790331	1	789771	790331	560	605	560	92.56198347107438	100.0	92.56198347107438
1	817185	817843	1	817293	817843	550	658	550	83.58662613981764	100.0	83.58662613981764
1	882232	883488	1	882232	883488	1256	1256	1256	100.0	100.0	100.0
1	893038	893980	1	893038	894006	942	942	968	100.0	97.31404958677686	97.31404958677686
1	904055	904381	1	904084	904400	297	326	316	91.1042944785276	93.9873417721519	91.1042944785276
1	909800	909898	1	909800	909996	98	98	196	100.0	50.0	50.0
1	1007637	1007923	1	1007637	1007923	286	286	286	100.0	100.0	100.0
1	1015951	1016151	1	1015951	1016151	200	200	200	100.0	100.0	100.0
1	1077056	1077266	1	1077056	1077271	210	210	215	100.0	97.67441860465115	97.67441860465115
1	1174096	1174314	1	1174141	1174345	173	218	204	79.35779816513761	84.80392156862744	79.35779816513761
1	1189878	1190574	1	1189878	1190574	696	696	696	100.0	100.0	100.0
1	1261709	1262148	1	1261709	1262099	390	439	390	88.8382687927107	100.0	88.8382687927107
1	1290162	1290231	1	1290144	1290347	69	69	203	100.0	33.99014778325123	33.99014778325123
1	1351411	1351596	1	1351411	1351631	185	185	220	100.0	84.0909090909091	84.0909090909091
1	1362641	1363276	1	1362641	1363276	635	635	635	100.0	100.0	100.0
1	1443436	1443619	1	1443436	1443619	183	183	183	100.0	100.0	100.0
1	1499032	1499521	1	1499120	1499521	401	489	401	82.0040899795501	100.0	82.0040899795501
1	1544268	1544706	1	1544257	1544706	438	438	449	100.0	97.55011135857461	97.55011135857461
1	1570968	1571325	1	1571012	1571325	313	357	313	87.6750700280112	100.0	87.6750700280112
1	1589311	1589733	1	1589311	1589733	422	422	422	100.0	100.0	100.0
1	1592474	1592793	1	1592410	1592801	319	319	391	100.0	81.58567774936061	81.58567774936061
1	1649702	1650490	1	1649702	1650526	788	788	824	100.0	95.63106796116504	95.63106796116504
1	1666785	1667369	1	1666827	1667369	542	584	542	92.8082191780822	100.0	92.8082191780822
1	1685870	1686440	1	1685892	1686440	548	570	548	96.14035087719299	100.0	96.14035087719299
1	1694986	1695300	1	1694986	1695300	314	314	314	100.0	100.0	100.0
1	1733116	1734078	1	1733116	1734007	891	962	891	92.61954261954261	100.0	92.61954261954261
1	1803285	1804575	1	1803285	1804575	1290	1290	1290	100.0	100.0	100.0
1	1811736	1812060	1	1811736	1812060	324	324	324	100.0	100.0	100.0
1	1864988	1865598	1	1864988	1865598	610	610	610	100.0	100.0	100.0
1	1866651	1867311	1	1866651	1867215	564	660	564	85.45454545454545	100.0	85.45454545454545
1	1909401	1909805	1	1909401	1909761	360	404	360	89.10891089108911	100.0	89.10891089108911
1	1931092	1933076	1	1931092	1933046	1954	1984	1954	98.48790322580645	100.0	98.48790322580645
1	1948295	1949786	1	1948295	1949786	1491	1491	1491	100.0	100.0	100.0
1	1983833	1984190	1	1983890	1984190	300	357	300	84.03361344537815	100.0	84.03361344537815
1	1999677	1999795	1	1999645	1999795	118	118	150	100.0	78.66666666666666	78.66666666666666
1	2124263	2124404	1	2124263	2124404	141	141	141	100.0	100.0	100.0
1	2189186	2190519	1	2189201	2190519	1318	1333	1318	98.87471867966991	100.0	98.87471867966991
1	2211095	2211773	1	2211095	2211773	678	678	678	100.0	100.0	100.0
1	2223421	2224104	1	2223454	2224104	650	683	650	95.16837481698389	100.0	95.16837481698389
1	2225384	2225991	1	2225384	2225991	607	607	607	100.0	100.0	100.0
1	2245535	2245882	1	2245541	2245882	341	347	341	98.27089337175792	100.0	98.27089337175792
1	2949413	2949577	1	2949413	2949577	164	164	164	100.0	100.0	100.0
1	2967108	2967240	1	2967016	2967400	132	132	384	100.0	34.375	34.375
1	2968467	2968783	1	2968501	2968792	282	316	291	89.24050632911393	96.90721649484536	89.24050632911393
1	3010137	3010525	1	3010137	3010525	388	388	388	100.0	100.0	100.0
1	3031165	3031621	1	3031165	3031526	361	456	361	79.16666666666666	100.0	79.16666666666666
1	3360993	3361233	1	3361017	3361233	216	240	216	90.0	100.0	90.0
1	3812561	3812935	1	3812561	3812935	374	374	374	100.0	100.0	100.0
1	3901723	3902181	1	3901723	3902181	458	458	458	100.0	100.0	100.0
1	5073540	5073805	1	5073540	5073767	227	265	227	85.66037735849056	100.0	85.66037735849056
1	5159284	5159914	1	5159284	5159914	630	630	630	100.0	100.0	100.0
1	5294996	5295361	1	5294996	5295463	365	365	467	100.0	78.15845824411134	78.15845824411134
1	6110840	6111482	1	6110840	6111482	642	642	642	100.0	100.0	100.0
