chromA	startA	endA	chromB	startB	endB	overlap	lenA	lenB	pctA	pctB	reciprocal
1	1185015	1185655	1	1185197	1185540	343	640	343	53.59374999999999	100.0	53.59374999999999
1	1419594	1421560	1	1419780	1419989	209	1966	209	10.630722278738554	100.0	10.630722278738554
1	1425528	1426355	1	1425654	1426313	659	827	659	79.68561064087062	100.0	79.68561064087062
1	2189201	2190598	1	2189201	2190519	1318	1397	1318	94.34502505368647	100.0	94.34502505368647
1	2949159	2950279	1	2949413	2949577	164	1120	164	14.642857142857144	100.0	14.642857142857144
1	2967016	2967643	1	2967016	2967400	384	627	384	61.24401913875598	100.0	61.24401913875598
1	3031124	3031708	1	3031165	3031526	361	584	361	61.81506849315068	100.0	61.81506849315068
1	3125977	3126523	1	3126046	3126284	238	546	238	43.58974358974359	100.0	43.58974358974359
1	3360659	3361422	1	3361017	3361233	216	763	216	28.309305373525557	100.0	28.309305373525557
1	9324187	9325557	1	9324297	9325103	806	1370	806	58.832116788321166	100.0	58.832116788321166
1	9362826	9363451	1	9362905	9363356	451	625	451	72.16	100.0	72.16
1	9536299	9537435	1	9536906	9537435	529	1136	529	46.566901408450704	100.0	46.566901408450704
1	10808934	10809518	1	10809094	10809518	424	584	424	72.6027397260274	100.0	72.6027397260274
1	13326335	13327587	1	13326766	13327587	821	1252	821	65.57507987220448	100.0	65.57507987220448
1	15755674	15756385	1	15755797	15756385	588	711	588	82.70042194092827	100.0	82.70042194092827
1	15833243	15833455	1	15833352	15833485	103	212	133	48.58490566037736	77.44360902255639	48.58490566037736
1	16692189	16692603	1	16692329	16692614	274	414	285	66.18357487922705	96.14035087719299	66.18357487922705
1	18575584	18576317	1	18575735	18576317	582	733	582	79.39972714870396	100.0	79.39972714870396
1	18784007	18785106	1	18784007	18784942	935	1099	935	85.07734303912648	100.0	85.07734303912648
1	21437255	21437893	1	21437342	21437803	461	638	461	72.25705329153605	100.0	72.25705329153605
1	22011488	22012964	1	22011620	22012964	1344	1476	1344	91.05691056910568	100.0	91.05691056910568
1	25281325	25283879	1	25283296	25283580	284	2554	284	11.119812059514487	100.0	11.119812059514487
1	25563506	25564273	1	25563709	25563817	108	767	108	14.08083441981747	100.0	14.08083441981747
1	26200416	26201583	1	26200776	26201232	456	1167	456	39.0745501285347	100.0	39.0745501285347
1	26555589	26556254	1	26555522	26556155	566	665	633	85.11278195488721	89.41548183254343	85.11278195488721
1	31154431	31154704	1	31154479	31154646	167	273	167	61.172161172161175	100.0	61.172161172161175
1	31694898	31695925	1	31695042	31695987	883	1027	945	85.97857838364168	93.43915343915344	85.97857838364168
1	37690925	37691411	1	37690964	37691146	182	486	182	37.4485596707819	100.0	37.4485596707819
1	44010732	44012168	1	44010864	44011156	292	1436	292	20.334261838440113	100.0	20.334261838440113
1	44013104	44014058	1	44013341	44013629	288	954	288	30.18867924528302	100.0	30.18867924528302
1	44103426	44103777	1	44103569	44103691	122	351	122	34.75783475783476	100.0	34.75783475783476
1	50417341	50420847	1	50418557	50418775	218	3506	218	6.217912150598973	100.0	6.217912150598973
1	50417341	50420847	1	50419474	50420532	1058	3506	1058	30.17683970336566	100.0	30.17683970336566
1	50951950	50952397	1	50952107	50952232	125	447	125	27.96420581655481	100.0	27.96420581655481
1	51730067	51730609	1	51730226	51730540	314	542	314	57.93357933579336	100.0	57.93357933579336
1	65550124	65550867	1	65550124	65550713	589	743	589	79.27321668909825	100.0	79.27321668909825
1	72334743	72334842	1	72334745	72334842	97	99	97	97.97979797979798	100.0	97.97979797979798
1	75124701	75127449	1	75124904	75127449	2545	2748	2545	92.61280931586609	100.0	92.61280931586609
1	76641879	76644624	1	76642224	76642899	675	2745	675	24.59016393442623	100.0	24.59016393442623
1	83994434	83997808	1	83996581	83997373	792	3374	792	23.473621813870775	100.0	23.473621813870775
1	88993642	88993975	1	88993737	88993911	174	333	174	52.25225225225225	100.0	52.25225225225225
1	95232696	95233361	1	95232774	95233271	497	665	497	74.73684210526315	100.0	74.73684210526315
1	101308446	101308887	1	101308446	101308887	441	441	441	100.0	100.0	100.0
1	106080662	106081231	1	106080662	106081106	444	569	444	78.03163444639719	100.0	78.03163444639719
1	108875899	108876327	1	108876067	108876386	260	428	319	60.747663551401864	81.50470219435736	60.747663551401864
1	109113111	109113371	1	109113154	109113371	217	260	217	83.46153846153847	100.0	83.46153846153847
1	110556304	110556985	1	110556304	110556985	681	681	681	100.0	100.0	100.0
1	112742759	112743662	1	112743027	112743470	443	903	443	49.05869324473976	100.0	49.05869324473976
1	112854464	112855314	1	112854632	112855314	682	850	682	80.23529411764706	100.0	80.23529411764706
1	115687914	115689082	1	115688704	115688981	277	1168	277	23.715753424657535	100.0	23.715753424657535
1	121016854	121018659	1	121016854	121016997	143	1805	143	7.922437673130194	100.0	7.922437673130194
1	143649069	143651193	1	143649497	143650758	1261	2124	1261	59.36911487758946	100.0	59.36911487758946
1	143652062	143655752	1	143652287	143655269	2982	3690	2982	80.8130081300813	100.0	80.8130081300813
1	143659607	143660313	1	143659685	143660514	628	706	829	88.95184135977338	75.75392038600724	75.75392038600724
1	143666997	143668253	1	143667272	143668457	981	1256	1185	78.10509554140127	82.78481012658227	78.10509554140127
1	143674751	143675894	1	143675135	143675854	719	1143	719	62.904636920384945	100.0	62.904636920384945
1	143717480	143718348	1	143717494	143718348	854	868	854	98.38709677419355	100.0	98.38709677419355
1	143966798	143967472	1	143966798	143967099	301	674	301	44.65875370919881	100.0	44.65875370919881
1	145487922	145488458	1	145487922	145488406	484	536	484	90.29850746268657	100.0	90.29850746268657
