chromA	startA	endA	chromB	startB	endB	overlap	lenA	lenB	pctA	pctB	reciprocal
1	1174225	1174635	1	1174141	1174345	120	410	204	29.268292682926827	58.82352941176471	29.268292682926827
1	1185015	1185655	1	1185197	1185540	343	640	343	53.59374999999999	100.0	53.59374999999999
1	1419594	1421560	1	1419780	1419989	209	1966	209	10.630722278738554	100.0	10.630722278738554
1	2124314	2124541	1	2124263	2124404	90	227	141	39.647577092511014	63.829787234042556	39.647577092511014
1	2189201	2190598	1	2189201	2190519	1318	1397	1318	94.34502505368647	100.0	94.34502505368647
1	3031124	3031708	1	3031165	3031526	361	584	361	61.81506849315068	100.0	61.81506849315068
1	9536299	9537435	1	9536906	9537435	529	1136	529	46.566901408450704	100.0	46.566901408450704
1	16677941	16678490	1	16678138	16678769	352	549	631	64.11657559198542	55.78446909667195	55.78446909667195
1	16889666	16889910	1	16889717	16890019	193	244	302	79.09836065573771	63.90728476821192	63.90728476821192
1	18575584	18576317	1	18575735	18576317	582	733	582	79.39972714870396	100.0	79.39972714870396
1	18784007	18785106	1	18784007	18784942	935	1099	935	85.07734303912648	100.0	85.07734303912648
1	21437255	21437893	1	21437342	21437803	461	638	461	72.25705329153605	100.0	72.25705329153605
1	22011488	22012964	1	22011620	22012964	1344	1476	1344	91.05691056910568	100.0	91.05691056910568
1	25563506	25564273	1	25563709	25563817	108	767	108	14.08083441981747	100.0	14.08083441981747
1	26200416	26201583	1	26200776	26201232	456	1167	456	39.0745501285347	100.0	39.0745501285347
1	26555589	26556254	1	26555522	26556155	566	665	633	85.11278195488721	89.41548183254343	85.11278195488721
1	28246210	28247095	1	28245416	28247076	866	885	1660	97.85310734463278	52.16867469879518	52.16867469879518
1	31154431	31154704	1	31154479	31154646	167	273	167	61.172161172161175	100.0	61.172161172161175
1	37690925	37691411	1	37690964	37691146	182	486	182	37.4485596707819	100.0	37.4485596707819
1	39799459	39799793	1	39799356	39799656	197	334	300	58.982035928143716	65.66666666666666	58.982035928143716
1	44103426	44103777	1	44103569	44103691	122	351	122	34.75783475783476	100.0	34.75783475783476
1	65550124	65550867	1	65550124	65550713	589	743	589	79.27321668909825	100.0	79.27321668909825
1	72334743	72334842	1	72334745	72334842	97	99	97	97.97979797979798	100.0	97.97979797979798
1	76641879	76644624	1	76642224	76642899	675	2745	675	24.59016393442623	100.0	24.59016393442623
1	88993642	88993975	1	88993737	88993911	174	333	174	52.25225225225225	100.0	52.25225225225225
1	95232696	95233361	1	95232774	95233271	497	665	497	74.73684210526315	100.0	74.73684210526315
1	101308446	101308887	1	101308446	101308887	441	441	441	100.0	100.0	100.0
1	109113111	109113371	1	109113154	109113371	217	260	217	83.46153846153847	100.0	83.46153846153847
1	112742759	112743662	1	112743027	112743470	443	903	443	49.05869324473976	100.0	49.05869324473976
1	115687914	115689082	1	115688704	115688981	277	1168	277	23.715753424657535	100.0	23.715753424657535
1	148328866	148330037	1	148328866	148329798	932	1171	932	79.59009393680616	100.0	79.59009393680616
1	148361239	148362991	1	148361802	148362253	451	1752	451	25.74200913242009	100.0	25.74200913242009
1	150925561	150925826	1	150925663	150925820	157	265	157	59.24528301886792	100.0	59.24528301886792
1	155231398	155232386	1	155231089	155231988	590	988	899	59.716599190283404	65.62847608453838	59.716599190283404
1	157278817	157279954	1	157279027	157279842	815	1137	815	71.67985927880387	100.0	71.67985927880387
1	161378932	161379527	1	161379105	161379370	265	595	265	44.537815126050425	100.0	44.537815126050425
1	161442957	161443817	1	161442826	161443878	860	860	1052	100.0	81.74904942965779	81.74904942965779
1	161612155	161613311	1	161612365	161612670	305	1156	305	26.3840830449827	100.0	26.3840830449827
1	161612155	161613311	1	161613082	161613311	229	1156	229	19.80968858131488	100.0	19.80968858131488
1	161620745	161622395	1	161620810	161621612	802	1650	802	48.60606060606061	100.0	48.60606060606061
1	168055138	168056958	1	168056189	168056436	247	1820	247	13.571428571428571	100.0	13.571428571428571
1	179361590	179364390	1	179361590	179364327	2737	2800	2737	97.75	100.0	97.75
1	185403145	185405070	1	185403145	185404583	1438	1925	1438	74.7012987012987	100.0	74.7012987012987
1	196767850	196780281	1	196770347	196771095	748	12431	748	6.017215026948757	100.0	6.017215026948757
1	200685774	200687937	1	200687742	200688024	195	2163	282	9.015256588072122	69.14893617021278	9.015256588072122
1	203006526	203006693	1	203006526	203006719	167	167	193	100.0	86.52849740932642	86.52849740932642
1	207751031	207751443	1	207751031	207751443	412	412	412	100.0	100.0	100.0
1	223993657	223993867	1	223993657	223993832	175	210	175	83.33333333333334	100.0	83.33333333333334
1	239867893	239868578	1	239867950	239868399	449	685	449	65.54744525547446	100.0	65.54744525547446
1	243101394	243102151	1	243101394	243102104	710	757	710	93.79128137384413	100.0	93.79128137384413
1	247127298	247128072	1	247127684	247128304	388	774	620	50.129198966408275	62.58064516129033	50.129198966408275
1	247518036	247518614	1	247518180	247518488	308	578	308	53.28719723183391	100.0	53.28719723183391
1	247783420	247785859	1	247782427	247785470	2050	2439	3043	84.05084050840509	67.36772921459087	67.36772921459087
1	247936918	247938282	1	247937024	247937201	177	1364	177	12.976539589442815	100.0	12.976539589442815
1	247936918	247938282	1	247937369	247938282	913	1364	913	66.93548387096774	100.0	66.93548387096774
10	604847	605485	10	604879	605309	430	638	430	67.39811912225704	100.0	67.39811912225704
10	607617	609110	10	607891	608854	963	1493	963	64.50100468854654	100.0	64.50100468854654
10	626969	627872	10	627062	627650	588	903	588	65.11627906976744	100.0	65.11627906976744
10	662991	664555	10	662816	664443	1452	1564	1627	92.8388746803069	89.2440073755378	89.2440073755378
10	788865	790472	10	789003	789972	969	1607	969	60.29869321717486	100.0	60.29869321717486
10	1187063	1188048	10	1187120	1187754	634	985	634	64.36548223350253	100.0	64.36548223350253
10	1368615	1370342	10	1368747	1370215	1468	1727	1468	85.002895193978	100.0	85.002895193978
10	1468534	1469432	10	1468672	1469622	760	898	950	84.63251670378618	80.0	80.0
10	2501305	2501928	10	2501272	2501838	533	623	566	85.553772070626	94.1696113074205	85.553772070626
10	3570574	3570958	10	3570369	3570998	384	384	629	100.0	61.04928457869634	61.04928457869634
10	5369858	5370920	10	5370814	5370920	106	1062	106	9.981167608286253	100.0	9.981167608286253
10	10461260	10461564	10	10461260	10461712	304	304	452	100.0	67.2566371681416	67.2566371681416
10	11339172	11340095	10	11339430	11339855	425	923	425	46.04550379198267	100.0	46.04550379198267
10	14973926	14974465	10	14973638	14974433	507	539	795	94.06307977736549	63.77358490566037	63.77358490566037
10	25717280	25718423	10	25717421	25718091	670	1143	670	58.61767279090113	100.0	58.61767279090113
10	25893437	25894521	10	25893150	25894521	1084	1084	1371	100.0	79.06637490882568	79.06637490882568
10	26059678	26062302	10	26059678	26061954	2276	2624	2276	86.73780487804879	100.0	86.73780487804879
10	26452796	26453912	10	26453167	26454178	745	1116	1011	66.75627240143369	73.68941641938675	66.75627240143369
10	27252244	27253002	10	27252372	27253002	630	758	630	83.11345646437994	100.0	83.11345646437994
10	27319031	27320381	10	27319273	27320404	1108	1350	1131	82.07407407407408	97.96640141467728	82.07407407407408
10	28812610	28815026	10	28812509	28814766	2156	2416	2257	89.23841059602648	95.52503322995126	89.23841059602648
10	30212177	30213779	10	30212333	30213779	1446	1602	1446	90.2621722846442	100.0	90.2621722846442
10	30597080	30597759	10	30597459	30597759	300	679	300	44.18262150220913	100.0	44.18262150220913
10	30751801	30752439	10	30751568	30752482	638	638	914	100.0	69.80306345733041	69.80306345733041
10	32979955	32980152	10	32979955	32980106	151	197	151	76.6497461928934	100.0	76.6497461928934
10	33556471	33557045	10	33556471	33557045	574	574	574	100.0	100.0	100.0
10	33790825	33791907	10	33790605	33791891	1066	1082	1286	98.52125693160814	82.89269051321928	82.89269051321928
10	38401902	38402323	10	38401902	38402323	421	421	421	100.0	100.0	100.0
10	43409977	43410161	10	43409915	43410161	184	184	246	100.0	74.79674796747967	74.79674796747967
10	44566264	44569036	10	44566264	44567488	1224	2772	1224	44.15584415584416	100.0	44.15584415584416
10	45445462	45445957	10	45445543	45445957	414	495	414	83.63636363636363	100.0	83.63636363636363
10	46267857	46269368	10	46267744	46268657	800	1511	913	52.945069490403704	87.62322015334063	52.945069490403704
10	46283446	46284151	10	46283318	46284151	705	705	833	100.0	84.63385354141657	84.63385354141657
10	46786096	46786273	10	46786160	46786273	113	177	113	63.84180790960452	100.0	63.84180790960452
10	50024391	50025357	10	50024267	50025273	882	966	1006	91.30434782608695	87.67395626242545	87.67395626242545
10	52778255	52779168	10	52778255	52779444	913	913	1189	100.0	76.78721614802355	76.78721614802355
10	53564473	53568355	10	53563473	53566318	1845	3882	2845	47.52704791344668	64.8506151142355	47.52704791344668
10	56086662	56090127	10	56088409	56091183	1718	3465	2774	49.58152958152958	61.9322278298486	49.58152958152958
10	58203284	58205253	10	58203284	58205577	1969	1969	2293	100.0	85.87003924989098	85.87003924989098
10	58443832	58444598	10	58443832	58444015	183	766	183	23.890339425587467	100.0	23.890339425587467
10	58517488	58519997	10	58517488	58519240	1752	2509	1752	69.82861697887604	100.0	69.82861697887604
10	61867277	61868187	10	61867277	61868044	767	910	767	84.28571428571429	100.0	84.28571428571429
10	62924362	62924737	10	62924362	62924737	375	375	375	100.0	100.0	100.0
10	70891278	70891839	10	70891278	70891839	561	561	561	100.0	100.0	100.0
10	72542471	72542891	10	72542471	72542822	351	420	351	83.57142857142857	100.0	83.57142857142857
10	73110482	73111320	10	73110012	73111267	785	838	1255	93.67541766109785	62.54980079681275	62.54980079681275
10	73365062	73366748	10	73365365	73366212	847	1686	847	50.23724792408066	100.0	50.23724792408066
10	73729353	73729487	10	73729365	73729449	84	134	84	62.68656716417911	100.0	62.68656716417911
10	79440753	79443652	10	79440753	79444102	2899	2899	3349	100.0	86.56315318005375	86.56315318005375
10	80535746	80536417	10	80535783	80536351	568	671	568	84.64977645305514	100.0	84.64977645305514
10	83172630	83176146	10	83174800	83176146	1346	3516	1346	38.28213879408418	100.0	38.28213879408418
10	89836832	89836999	10	89836832	89837060	167	167	228	100.0	73.24561403508771	73.24561403508771
10	92237484	92238287	10	92237484	92238849	803	803	1365	100.0	58.82783882783883	58.82783882783883
10	100348146	100351725	10	100348447	100351386	2939	3579	2939	82.11791003073485	100.0	82.11791003073485
10	102433115	102433216	10	102433082	102433216	101	101	134	100.0	75.3731343283582	75.3731343283582
10	104275213	104276126	10	104275213	104275792	579	913	579	63.41730558598029	100.0	63.41730558598029
10	104330393	104331648	10	104331188	104331648	460	1255	460	36.65338645418327	100.0	36.65338645418327
10	106735002	106737102	10	106735808	106737527	1294	2100	1719	61.61904761904762	75.27632344386271	61.61904761904762
10	111420394	111422599	10	111420394	111422146	1752	2205	1752	79.45578231292517	100.0	79.45578231292517
10	114101563	114101884	10	114101563	114101761	198	321	198	61.6822429906542	100.0	61.6822429906542
10	119177911	119177965	10	119177911	119177965	54	54	54	100.0	100.0	100.0
10	120127763	120128765	10	120127763	120128561	798	1002	798	79.64071856287424	100.0	79.64071856287424
10	120946282	120946862	10	120946002	120946937	580	580	935	100.0	62.03208556149733	62.03208556149733
10	122818512	122819028	10	122818163	122818926	414	516	763	80.23255813953489	54.25950196592398	54.25950196592398
10	122879100	122879388	10	122879180	122879362	182	288	182	63.19444444444444	100.0	63.19444444444444
