chromA	startA	endA	chromB	startB	endB	overlap	lenA	lenB	pctA	pctB	reciprocal
1	779478	779661	1	779388	779741	183	183	353	100.0	51.84135977337111	51.84135977337111
1	789726	790331	1	789771	790331	560	605	560	92.56198347107438	100.0	92.56198347107438
1	817185	817843	1	817293	817843	550	658	550	83.58662613981764	100.0	83.58662613981764
1	882232	883488	1	882232	883488	1256	1256	1256	100.0	100.0	100.0
1	893038	893980	1	893038	894006	942	942	968	100.0	97.31404958677686	97.31404958677686
1	1015951	1016151	1	1015951	1016151	200	200	200	100.0	100.0	100.0
1	1189878	1190574	1	1189878	1190574	696	696	696	100.0	100.0	100.0
1	1733116	1734078	1	1733116	1734007	891	962	891	92.61954261954261	100.0	92.61954261954261
1	1864988	1865598	1	1864988	1865598	610	610	610	100.0	100.0	100.0
1	1866651	1867311	1	1866651	1867215	564	660	564	85.45454545454545	100.0	85.45454545454545
1	1903817	1904204	1	1903901	1904145	244	387	244	63.04909560723514	100.0	63.04909560723514
1	1948295	1949786	1	1948295	1949786	1491	1491	1491	100.0	100.0	100.0
1	1983833	1984190	1	1983890	1984190	300	357	300	84.03361344537815	100.0	84.03361344537815
1	1999677	1999795	1	1999645	1999795	118	118	150	100.0	78.66666666666666	78.66666666666666
1	2187365	2187595	1	2187365	2187492	127	230	127	55.21739130434783	100.0	55.21739130434783
1	2211095	2211773	1	2211095	2211773	678	678	678	100.0	100.0	100.0
1	2223421	2224104	1	2223454	2224104	650	683	650	95.16837481698389	100.0	95.16837481698389
1	2287897	2288206	1	2287963	2288145	182	309	182	58.89967637540453	100.0	58.89967637540453
1	3010137	3010525	1	3010137	3010525	388	388	388	100.0	100.0	100.0
1	5073540	5073805	1	5073540	5073767	227	265	227	85.66037735849056	100.0	85.66037735849056
1	5294996	5295361	1	5294996	5295463	365	365	467	100.0	78.15845824411134	78.15845824411134
1	6114209	6115108	1	6114247	6115108	861	899	861	95.77308120133482	100.0	95.77308120133482
1	6190288	6191723	1	6190410	6191723	1313	1435	1313	91.49825783972125	100.0	91.49825783972125
1	6529857	6530408	1	6529857	6530408	551	551	551	100.0	100.0	100.0
1	6615999	6616325	1	6615999	6616325	326	326	326	100.0	100.0	100.0
1	6709932	6710171	1	6709932	6710171	239	239	239	100.0	100.0	100.0
1	6738660	6739567	1	6738660	6739567	907	907	907	100.0	100.0	100.0
1	6839153	6840194	1	6839153	6840194	1041	1041	1041	100.0	100.0	100.0
1	7030903	7031731	1	7030903	7031731	828	828	828	100.0	100.0	100.0
1	7261998	7262817	1	7262152	7262817	665	819	665	81.19658119658119	100.0	81.19658119658119
1	7807998	7808147	1	7807998	7808147	149	149	149	100.0	100.0	100.0
1	7823005	7823818	1	7823005	7823818	813	813	813	100.0	100.0	100.0
1	8130206	8131446	1	8130206	8131446	1240	1240	1240	100.0	100.0	100.0
1	8340914	8341851	1	8340914	8341851	937	937	937	100.0	100.0	100.0
1	8608217	8610015	1	8608217	8610065	1798	1798	1848	100.0	97.2943722943723	97.2943722943723
1	8888276	8888959	1	8888276	8888959	683	683	683	100.0	100.0	100.0
1	9695418	9695790	1	9695418	9695830	372	372	412	100.0	90.29126213592234	90.29126213592234
1	9761977	9762578	1	9762017	9762501	484	601	484	80.5324459234609	100.0	80.5324459234609
1	9771154	9771826	1	9771154	9771826	672	672	672	100.0	100.0	100.0
1	9782961	9784278	1	9782993	9784278	1285	1317	1285	97.57023538344723	100.0	97.57023538344723
1	9829588	9830096	1	9829588	9830096	508	508	508	100.0	100.0	100.0
1	9831964	9832946	1	9832143	9832934	791	982	791	80.5498981670061	100.0	80.5498981670061
1	9908023	9908442	1	9908023	9908442	419	419	419	100.0	100.0	100.0
1	9932063	9932678	1	9932063	9932678	615	615	615	100.0	100.0	100.0
1	9936739	9937168	1	9936739	9937168	429	429	429	100.0	100.0	100.0
1	9953666	9956151	1	9953585	9956232	2485	2485	2647	100.0	93.8798639969777	93.8798639969777
1	9976506	9977638	1	9976506	9977638	1132	1132	1132	100.0	100.0	100.0
1	9994533	9995043	1	9994533	9995043	510	510	510	100.0	100.0	100.0
1	10003286	10004313	1	10003379	10004313	934	1027	934	90.94449853943524	100.0	90.94449853943524
1	10010606	10011044	1	10010565	10011044	438	438	479	100.0	91.44050104384134	91.44050104384134
1	10025717	10026575	1	10025717	10026575	858	858	858	100.0	100.0	100.0
1	10137847	10139133	1	10137847	10138523	676	1286	676	52.56609642301711	100.0	52.56609642301711
1	10150243	10151411	1	10150643	10151411	768	1168	768	65.75342465753424	100.0	65.75342465753424
1	10190813	10192190	1	10190649	10192152	1339	1377	1503	97.24037763253449	89.08848968729208	89.08848968729208
